ptp,counterbalancing,rt,mouse_clientX,mouse_clientY,row,col,correct,pa_center_x,pa_center_y,condition,arrangement,block,block_trial_idx,hidden_pa_img,hidden_pa_img_type,corr_row,corr_col,top_offset,left_offset,trial_stage,time_elapsed,mouse_dist_cb,mouse_error,hidden_pa_img_row_number,hidden_pa_img_row_number_across_blocks,dist_border_l,dist_border_r,dist_border_t,dist_border_b,border_dist_closest,border_dist_summed
sub_001,cb5,1718.800000011921,778,338,7,10,0,471.12109375,406.22265625,practice,6,1,1,img/targets/BOSS/high_familiarity_downsized/practice/008_mug05.jpg,,9,3,12,3,hidden_pa_learning,6885,375.1015625,314.3707905117808,1,1,2,9,8,3,2,5
sub_001,cb5,1445.300000011921,518,434,9,3,1,535.12109375,451.22265625,practice,6,1,2,img/targets/BOSS/high_familiarity_downsized/practice/008_mug05.jpg,,9,3,57,67,hidden_pa_learning,13364,34.34375,24.284804703805076,2,2,2,9,8,3,2,5
sub_001,cb5,1622.5,815,356,7,10,0,605.453125,162.5546875,practice,6,1,3,img/targets/BOSS/high_familiarity_downsized/practice/009_oven.jpg,,2,5,60,54,hidden_pa_learning,20035,402.9921875,285.18587228417937,1,1,4,7,1,10,1,5
sub_001,cb5,1278.8999999761581,786,398,7,10,0,773.7890625,284.890625,practice,6,1,4,img/targets/BOSS/high_familiarity_downsized/practice/010_exitsign.jpg,near,4,10,99,14,hidden_pa_learning,26354,125.3203125,113.76659310851991,1,1,9,2,3,8,2,5
sub_001,cb5,2249.199999988079,845,425,8,10,0,646.453125,174.5546875,practice,6,1,5,img/targets/BOSS/high_familiarity_downsized/practice/009_oven.jpg,,2,5,72,95,hidden_pa_learning,33642,448.9921875,319.5993055772936,2,2,4,7,1,10,1,5
sub_001,cb5,1764.1000000238419,758,227,5,10,0,774.7890625,206.890625,practice,6,1,6,img/targets/BOSS/high_familiarity_downsized/practice/010_exitsign.jpg,near,4,10,21,15,hidden_pa_learning,40417,36.8984375,26.196556692045068,2,2,9,2,3,8,2,5
sub_001,cb5,1388,620,449,9,3,0,910.7890625,457.21875,practice2,7,1,1,img/targets/BOSS/high_familiarity_downsized/practice2/021_couch02.jpg,near,9,10,63,151,hidden_pa_learning,6488,299.0078125,290.9051851053731,1,1,9,2,8,3,2,5
sub_001,cb5,1670.5,481,416,8,3,0,604.1171875,275.5546875,practice2,7,1,2,img/targets/BOSS/high_familiarity_downsized/practice2/020_corn02.jpg,near,5,6,48,11,hidden_pa_learning,13218,263.5625,186.76918284645572,1,1,5,6,4,7,4,9
sub_001,cb5,1808.699999988079,626,379,6,6,0,636.1171875,341.5546875,practice2,7,1,3,img/targets/BOSS/high_familiarity_downsized/practice2/020_corn02.jpg,near,5,6,114,43,hidden_pa_learning,20087,47.5625,38.78799957632273,2,2,5,6,4,7,4,9
sub_001,cb5,1408.5,488,429,10,3,0,468.1171875,353.5546875,practice2,7,1,4,img/targets/BOSS/high_familiarity_downsized/practice2/019_cartonofeggs.jpg,,8,3,1,0,hidden_pa_learning,26577,95.328125,78.02128819195958,1,1,2,9,7,4,2,6
sub_001,cb5,1556.199999988079,735,538,9,9,0,775.7890625,545.21875,practice2,7,1,5,img/targets/BOSS/high_familiarity_downsized/practice2/021_couch02.jpg,near,9,10,151,16,hidden_pa_learning,33152,48.0078125,41.42291601506835,2,2,9,2,8,3,2,5
sub_001,cb5,1592.3999999761581,592,492,9,4,0,565.1171875,436.5546875,practice2,7,1,6,img/targets/BOSS/high_familiarity_downsized/practice2/019_cartonofeggs.jpg,,8,3,84,97,hidden_pa_learning,39755,82.328125,61.61873324024775,2,2,2,9,7,4,2,6
sub_001,cb5,2673.5,631,364,6,7,0,647.7890625,509.21875,no_schema,1,1,1,img/targets/BOSS/high_familiarity_downsized/cond1/036_table01.jpg,far,9,7,115,13,hidden_pa_learning,7791,162.0078125,146.18603890656388,1,1,6,5,8,3,3,8
sub_001,cb5,1468.7999999523163,549,381,6,4,0,607.453125,424.890625,no_schema,1,1,2,img/targets/BOSS/high_familiarity_downsized/cond1/033_macaroni01.jpg,near,7,5,114,56,hidden_pa_learning,14332,102.34375,73.09688628906329,1,1,4,7,6,5,4,9
sub_001,cb5,1119.300000011921,705,254,4,7,0,804.12109375,215.22265625,no_schema,1,1,3,img/targets/BOSS/high_familiarity_downsized/cond1/054_bookshelf.jpg,,3,9,71,86,hidden_pa_learning,20511,137.8984375,106.43624201606309,1,1,8,3,2,9,2,5
sub_001,cb5,1100.1000000238419,526,201,1,2,0,675.1171875,319.890625,no_schema,1,1,4,img/targets/BOSS/high_familiarity_downsized/cond1/035_showerhead01.jpg,near,4,6,134,82,hidden_pa_learning,26682,268.0078125,190.7116051025757,1,1,5,6,3,8,3,8
sub_001,cb5,1469.6000000238419,886,398,7,10,0,795.453125,377.21875,no_schema,1,1,5,img/targets/BOSS/high_familiarity_downsized/cond1/046_redonion.jpg,far,6,8,108,119,hidden_pa_learning,33180,111.328125,92.90100604314317,1,1,7,4,5,6,4,9
sub_001,cb5,1533.1000000238419,739,486,9,8,0,698.7890625,468.21875,no_schema,1,1,6,img/targets/BOSS/high_familiarity_downsized/cond1/036_table01.jpg,far,9,7,74,64,hidden_pa_learning,39734,57.9921875,43.96694606396271,2,2,6,5,8,3,3,8
sub_001,cb5,1512,509,481,8,4,0,606.1171875,301.890625,no_schema,1,1,7,img/targets/BOSS/high_familiarity_downsized/cond1/035_showerhead01.jpg,near,4,6,116,13,hidden_pa_learning,46258,276.2265625,203.7447332345079,2,2,5,6,3,8,3,8
sub_001,cb5,1374.4000000357628,811,328,5,10,0,787.12109375,245.22265625,no_schema,1,1,8,img/targets/BOSS/high_familiarity_downsized/cond1/054_bookshelf.jpg,,3,9,101,69,hidden_pa_learning,52643,106.65625,86.15271790258247,2,2,8,3,2,9,2,5
sub_001,cb5,1144,546,203,4,3,0,644.453125,347.890625,no_schema,1,1,9,img/targets/BOSS/high_familiarity_downsized/cond1/033_macaroni01.jpg,near,7,5,37,93,hidden_pa_learning,58797,243.34375,175.17508679933985,2,2,4,7,6,5,4,9
sub_001,cb5,1121.1000000238419,638,424,6,7,0,448.453125,382.5546875,no_schema,1,1,10,img/targets/BOSS/high_familiarity_downsized/cond1/052_steeringwheel.jpg,,5,2,155,22,hidden_pa_learning,64929,230.9921875,194.02508020997772,1,1,1,10,4,7,1,5
sub_001,cb5,2136.800000011921,538,244,2,3,0,783.12109375,286.22265625,no_schema,1,1,11,img/targets/BOSS/high_familiarity_downsized/cond1/054_bookshelf.jpg,,3,9,142,65,hidden_pa_learning,72077,287.34375,248.73098580997492,3,3,8,3,2,9,2,5
sub_001,cb5,1343.800000011921,548,160,2,3,0,750.453125,325.21875,no_schema,1,1,12,img/targets/BOSS/high_familiarity_downsized/cond1/046_redonion.jpg,far,6,8,56,74,hidden_pa_learning,78430,367.671875,261.31303674678793,2,2,7,4,5,6,4,9
sub_001,cb5,1711.800000011921,739,429,9,6,0,738.1171875,225.890625,no_schema,1,1,13,img/targets/BOSS/high_familiarity_downsized/cond1/035_showerhead01.jpg,near,4,6,40,145,hidden_pa_learning,85152,203.9921875,203.11129355799196,3,3,5,6,3,8,3,8
sub_001,cb5,1522.8999999761581,849,264,5,9,0,804.453125,306.21875,no_schema,1,1,14,img/targets/BOSS/high_familiarity_downsized/cond1/046_redonion.jpg,far,6,8,37,128,hidden_pa_learning,91684,86.765625,61.374643981273934,3,3,7,4,5,6,4,9
sub_001,cb5,1654.300000011921,642,334,4,4,0,724.1171875,333.890625,no_schema,1,1,15,img/targets/BOSS/high_familiarity_downsized/cond1/035_showerhead01.jpg,near,4,6,148,131,hidden_pa_learning,98357,82.2265625,82.11726034032542,4,4,5,6,3,8,3,8
sub_001,cb5,1615.9000000357628,792,128,2,10,0,473.453125,237.5546875,no_schema,1,1,16,img/targets/BOSS/high_familiarity_downsized/cond1/052_steeringwheel.jpg,,5,2,10,47,hidden_pa_learning,104984,428.1015625,336.8595272891777,2,2,1,10,4,7,1,5
sub_001,cb5,2168.7999999523163,839,281,4,9,0,778.453125,350.21875,no_schema,1,1,17,img/targets/BOSS/high_familiarity_downsized/cond1/046_redonion.jpg,far,6,8,81,102,hidden_pa_learning,112164,129.765625,91.9628154409603,4,4,7,4,5,6,4,9
sub_001,cb5,1521.300000011921,600,536,9,5,0,674.7890625,517.21875,no_schema,1,1,18,img/targets/BOSS/high_familiarity_downsized/cond1/036_table01.jpg,far,9,7,123,40,hidden_pa_learning,118695,93.5703125,77.11121332978367,3,3,6,5,8,3,3,8
sub_001,cb5,1789.800000011921,485,367,6,2,0,778.12109375,252.22265625,no_schema,1,1,19,img/targets/BOSS/high_familiarity_downsized/cond1/054_bookshelf.jpg,,3,9,108,60,hidden_pa_learning,125498,407.8984375,314.7916997627192,4,4,8,3,2,9,2,5
sub_001,cb5,2175.7999999523163,485,367,7,3,0,459.453125,295.5546875,no_schema,1,1,20,img/targets/BOSS/high_familiarity_downsized/cond1/052_steeringwheel.jpg,,5,2,68,33,hidden_pa_learning,132682,96.9921875,75.87539456561845,3,3,1,10,4,7,1,5
sub_001,cb5,1873.1000000238419,850,562,10,10,0,634.453125,430.890625,no_schema,1,1,21,img/targets/BOSS/high_familiarity_downsized/cond1/033_macaroni01.jpg,near,7,5,120,83,hidden_pa_learning,139566,346.65625,252.2897610588988,3,3,4,7,6,5,4,9
sub_001,cb5,NA,NA,NA,NA,NA,NA,531.453125,241.5546875,no_schema,1,1,22,img/targets/BOSS/high_familiarity_downsized/cond1/052_steeringwheel.jpg,,5,2,14,105,hidden_pa_learning,147575,NA,NA,4,4,1,10,4,7,1,5
sub_001,cb5,1204.199999988079,670,291,6,6,0,648.453125,329.890625,no_schema,1,1,23,img/targets/BOSS/high_familiarity_downsized/cond1/033_macaroni01.jpg,near,7,5,19,97,hidden_pa_learning,153790,60.4375,44.46064029179348,4,4,4,7,6,5,4,9
sub_001,cb5,1285.199999988079,636,199,3,6,0,695.7890625,451.21875,no_schema,1,1,24,img/targets/BOSS/high_familiarity_downsized/cond1/036_table01.jpg,far,9,7,57,61,hidden_pa_learning,160087,312.0078125,259.20846792917746,4,4,6,5,8,3,3,8
sub_001,cb5,2038.800000011921,719,186,3,6,0,739.1171875,210.890625,no_schema,1,2,1,img/targets/BOSS/high_familiarity_downsized/cond1/035_showerhead01.jpg,near,4,6,25,146,hidden_pa_learning,7167,45.0078125,32.00381923772194,1,5,5,6,3,8,3,8
sub_001,cb5,1838.3999999761581,431,340,5,2,1,436.453125,338.5546875,no_schema,1,2,2,img/targets/BOSS/high_familiarity_downsized/cond1/052_steeringwheel.jpg,,5,2,111,10,hidden_pa_learning,14068,6.8984375,5.641409441644991,1,5,1,10,4,7,1,5
sub_001,cb5,1768.4000000357628,713,398,8,6,0,678.453125,373.890625,no_schema,1,2,3,img/targets/BOSS/high_familiarity_downsized/cond1/033_macaroni01.jpg,near,7,5,63,127,hidden_pa_learning,20897,58.65625,42.12776442153381,1,5,4,7,6,5,4,9
sub_001,cb5,2559.100000023842,806,276,2,9,0,800.12109375,299.22265625,no_schema,1,2,4,img/targets/BOSS/high_familiarity_downsized/cond1/054_bookshelf.jpg,,3,9,155,82,hidden_pa_learning,28508,29.1015625,23.955235377719692,1,5,8,3,2,9,2,5
sub_001,cb5,1737.699999988079,780,437,8,8,0,747.7890625,476.21875,no_schema,1,2,5,img/targets/BOSS/high_familiarity_downsized/cond1/036_table01.jpg,far,9,7,82,113,hidden_pa_learning,35265,71.4296875,50.75090980653851,1,5,6,5,8,3,3,8
sub_001,cb5,1775.1000000238419,431,224,4,2,0,436.453125,254.5546875,no_schema,1,2,6,img/targets/BOSS/high_familiarity_downsized/cond1/052_steeringwheel.jpg,,5,2,27,10,hidden_pa_learning,42052,36.0078125,31.03748540858749,2,6,1,10,4,7,1,5
sub_001,cb5,1615.1000000238419,605,430,9,6,0,648.7890625,432.21875,no_schema,1,2,7,img/targets/BOSS/high_familiarity_downsized/cond1/036_table01.jpg,far,9,7,38,14,hidden_pa_learning,48677,46.0078125,43.84523744024437,2,6,6,5,8,3,3,8
sub_001,cb5,1550.300000011921,579,156,3,5,0,632.1171875,196.890625,no_schema,1,2,8,img/targets/BOSS/high_familiarity_downsized/cond1/035_showerhead01.jpg,near,4,6,11,39,hidden_pa_learning,55240,94.0078125,67.03341570292224,2,6,5,6,3,8,3,8
sub_001,cb5,1239.2000000476837,764,334,4,10,0,570.453125,463.890625,no_schema,1,2,9,img/targets/BOSS/high_familiarity_downsized/cond1/033_macaroni01.jpg,near,7,5,153,19,hidden_pa_learning,61489,323.4375,233.09218623788368,2,6,4,7,6,5,4,9
sub_001,cb5,1454.4000000357628,542,262,4,2,0,545.453125,290.5546875,no_schema,1,2,10,img/targets/BOSS/high_familiarity_downsized/cond1/052_steeringwheel.jpg,,5,2,63,119,hidden_pa_learning,67969,32.0078125,28.76272328011173,3,7,1,10,4,7,1,5
sub_001,cb5,1692.5,547,440,7,5,1,560.453125,450.890625,no_schema,1,2,11,img/targets/BOSS/high_familiarity_downsized/cond1/033_macaroni01.jpg,near,7,5,140,9,hidden_pa_learning,74674,24.34375,17.30873436032369,3,7,4,7,6,5,4,9
sub_001,cb5,1810,792,243,3,9,1,776.12109375,261.22265625,no_schema,1,2,12,img/targets/BOSS/high_familiarity_downsized/cond1/054_bookshelf.jpg,,3,9,117,58,hidden_pa_learning,81494,34.1015625,24.170330252231828,2,6,8,3,2,9,2,5
sub_001,cb5,2414.300000011921,901,312,6,10,0,835.453125,304.21875,no_schema,1,2,13,img/targets/BOSS/high_familiarity_downsized/cond1/046_redonion.jpg,far,6,8,35,159,hidden_pa_learning,88919,73.328125,66.00712593219103,1,5,7,4,5,6,4,9
sub_001,cb5,1500.5,600,498,9,5,0,669.7890625,505.21875,no_schema,1,2,14,img/targets/BOSS/high_familiarity_downsized/cond1/036_table01.jpg,far,9,7,111,35,hidden_pa_learning,95431,77.0078125,70.16141101910227,3,7,6,5,8,3,3,8
sub_001,cb5,1433.6000000238419,508,343,4,2,0,513.453125,375.5546875,no_schema,1,2,15,img/targets/BOSS/high_familiarity_downsized/cond1/052_steeringwheel.jpg,,5,2,148,87,hidden_pa_learning,101874,38.0078125,33.008245189471694,4,8,1,10,4,7,1,5
sub_001,cb5,1322.800000011921,810,388,6,10,0,732.453125,375.21875,no_schema,1,2,16,img/targets/BOSS/high_familiarity_downsized/cond1/046_redonion.jpg,far,6,8,106,56,hidden_pa_learning,108219,90.328125,78.59311785282554,2,6,7,4,5,6,4,9
sub_001,cb5,1464.699999988079,567,418,9,5,0,657.7890625,430.21875,no_schema,1,2,17,img/targets/BOSS/high_familiarity_downsized/cond1/036_table01.jpg,far,9,7,36,23,hidden_pa_learning,114694,103.0078125,91.60759641640756,4,8,6,5,8,3,3,8
sub_001,cb5,2575.800000011921,857,308,5,9,0,678.453125,401.890625,no_schema,1,2,18,img/targets/BOSS/high_familiarity_downsized/cond1/033_macaroni01.jpg,near,7,5,91,127,hidden_pa_learning,122287,272.4375,201.7286197720994,4,8,4,7,6,5,4,9
sub_001,cb5,2237.199999988079,800,430,7,8,0,809.453125,395.21875,no_schema,1,2,19,img/targets/BOSS/high_familiarity_downsized/cond1/046_redonion.jpg,far,6,8,126,133,hidden_pa_learning,129544,44.234375,36.04298716571817,3,7,7,4,5,6,4,9
sub_001,cb5,1444.7999999523163,534,256,4,4,0,608.1171875,272.890625,no_schema,1,2,20,img/targets/BOSS/high_familiarity_downsized/cond1/035_showerhead01.jpg,near,4,6,87,15,hidden_pa_learning,135999,91.0078125,76.01743678788954,3,7,5,6,3,8,3,8
sub_001,cb5,1256.5,656,449,9,6,0,792.12109375,192.22265625,no_schema,1,2,21,img/targets/BOSS/high_familiarity_downsized/cond1/054_bookshelf.jpg,,3,9,48,74,hidden_pa_learning,142266,392.8984375,290.62614546355246,3,7,8,3,2,9,2,5
sub_001,cb5,1403.199999988079,633,194,4,5,0,691.1171875,204.890625,no_schema,1,2,22,img/targets/BOSS/high_familiarity_downsized/cond1/035_showerhead01.jpg,near,4,6,19,98,hidden_pa_learning,148706,69.0078125,59.12878483277651,4,8,5,6,3,8,3,8
sub_001,cb5,1315.800000011921,823,145,3,9,1,831.12109375,149.22265625,no_schema,1,2,23,img/targets/BOSS/high_familiarity_downsized/cond1/054_bookshelf.jpg,,3,9,5,113,hidden_pa_learning,155031,12.34375,9.153304840436219,4,8,8,3,2,9,2,5
sub_001,cb5,1936.800000011921,756,425,6,8,1,766.453125,408.21875,no_schema,1,2,24,img/targets/BOSS/high_familiarity_downsized/cond1/046_redonion.jpg,far,6,8,139,90,hidden_pa_learning,161978,27.234375,19.770639186129642,4,8,7,4,5,6,4,9
sub_001,cb5,2407,723,300,3,7,0,772.453125,625.5546875,schema_c,2,1,1,img/targets/BOSS/high_familiarity_downsized/cond2/057_donut.jpg,,11,8,148,96,hidden_pa_learning,7595,375.0078125,329.2893349707644,1,1,7,4,10,1,1,5
sub_001,cb5,1497.3999999761581,544,402,6,5,0,724.1171875,461.890625,schema_c,2,1,2,img/targets/BOSS/high_familiarity_downsized/cond2/047_saltshaker03a.jpg,near,7,9,151,6,hidden_pa_learning,14135,240.0078125,189.81329825858035,1,1,8,3,6,5,3,8
sub_001,cb5,1498.5,528,247,4,3,0,587.7890625,315.21875,schema_c,2,1,3,img/targets/BOSS/high_familiarity_downsized/cond2/048_schoolbus.jpg,far,6,4,46,78,hidden_pa_learning,20706,128.0078125,90.71124432059901,1,1,3,8,5,6,3,8
sub_001,cb5,1568.3999999761581,852,409,8,9,0,855.1171875,380.890625,schema_c,2,1,4,img/targets/BOSS/high_familiarity_downsized/cond2/047_saltshaker03a.jpg,near,7,9,70,137,hidden_pa_learning,27325,31.2265625,28.281687021830596,2,2,8,3,6,5,3,8
sub_001,cb5,1580.699999988079,810,640,11,11,0,648.7890625,373.5546875,schema_c,2,1,5,img/targets/BOSS/high_familiarity_downsized/cond2/051_worldmap.jpg,far,5,7,146,14,hidden_pa_learning,33930,427.65625,311.41944531909303,1,1,6,5,4,7,4,9
sub_001,cb5,2552.900000035763,614,340,7,4,0,616.7890625,303.21875,schema_c,2,1,6,img/targets/BOSS/high_familiarity_downsized/cond2/048_schoolbus.jpg,far,6,4,34,107,hidden_pa_learning,41493,39.5703125,36.886843470150794,2,2,3,8,5,6,3,8
sub_001,cb5,1374.2000000476837,495,235,3,2,0,652.1171875,427.5546875,schema_c,2,1,7,img/targets/BOSS/high_familiarity_downsized/cond2/043_foldingchair.jpg,near,8,6,75,59,hidden_pa_learning,47880,349.671875,248.52186681685137,1,1,5,6,7,4,4,9
sub_001,cb5,1348.7000000476837,791,230,2,8,0,564.12109375,282.22265625,schema_c,2,1,8,img/targets/BOSS/high_familiarity_downsized/cond2/053_television.jpg,,3,3,138,96,hidden_pa_learning,54242,279.1015625,232.81160608312024,1,1,2,9,2,9,2,4
sub_001,cb5,1728.1000000238419,751,537,11,9,0,702.453125,551.5546875,schema_c,2,1,9,img/targets/BOSS/high_familiarity_downsized/cond2/057_donut.jpg,,11,8,74,26,hidden_pa_learning,60994,63.1015625,50.681732414039296,2,2,7,4,10,1,1,5
sub_001,cb5,2362.399999976158,584,287,6,4,1,592.7890625,291.21875,schema_c,2,1,10,img/targets/BOSS/high_familiarity_downsized/cond2/048_schoolbus.jpg,far,6,4,22,83,hidden_pa_learning,68368,13.0078125,9.749126688653002,3,3,3,8,5,6,3,8
sub_001,cb5,2456.800000011921,564,291,4,3,0,562.12109375,244.22265625,schema_c,2,1,11,img/targets/BOSS/high_familiarity_downsized/cond2/053_television.jpg,,3,3,100,94,hidden_pa_learning,75836,48.65625,46.81506356934649,2,2,2,9,2,9,2,4
sub_001,cb5,1649.4000000357628,784,409,8,9,0,803.1171875,382.890625,schema_c,2,1,12,img/targets/BOSS/high_familiarity_downsized/cond2/047_saltshaker03a.jpg,near,7,9,72,85,hidden_pa_learning,82497,45.2265625,32.359949332481676,3,3,8,3,6,5,3,8
sub_001,cb5,1971.2999999523163,818,480,11,9,0,728.7890625,232.5546875,schema_c,2,1,13,img/targets/BOSS/high_familiarity_downsized/cond2/051_worldmap.jpg,far,5,7,5,94,hidden_pa_learning,89480,336.65625,263.0356896845969,2,2,6,5,4,7,4,9
sub_001,cb5,2155.199999988079,670,432,7,5,0,728.1171875,465.5546875,schema_c,2,1,14,img/targets/BOSS/high_familiarity_downsized/cond2/043_foldingchair.jpg,near,8,6,113,135,hidden_pa_learning,96647,91.671875,67.10830452434939,2,2,5,6,7,4,4,9
sub_001,cb5,1959.6000000238419,564,451,7,4,0,569.7890625,426.21875,schema_c,2,1,15,img/targets/BOSS/high_familiarity_downsized/cond2/048_schoolbus.jpg,far,6,4,157,60,hidden_pa_learning,103619,30.5703125,25.44844977972934,4,4,3,8,5,6,3,8
sub_001,cb5,1390.8999999761581,751,562,11,9,0,711.453125,546.5546875,schema_c,2,1,16,img/targets/BOSS/high_familiarity_downsized/cond2/057_donut.jpg,,11,8,69,35,hidden_pa_learning,110036,54.9921875,42.456012536368526,3,3,7,4,10,1,1,5
sub_001,cb5,1646.800000011921,767,380,8,9,0,777.1171875,348.890625,schema_c,2,1,17,img/targets/BOSS/high_familiarity_downsized/cond2/047_saltshaker03a.jpg,near,7,9,38,59,hidden_pa_learning,116693,41.2265625,32.71315783902222,4,4,8,3,6,5,3,8
sub_001,cb5,1457.5,822,492,11,9,0,788.453125,482.5546875,schema_c,2,1,18,img/targets/BOSS/high_familiarity_downsized/cond2/057_donut.jpg,,11,8,5,112,hidden_pa_learning,123161,42.9921875,34.851208737836934,4,4,7,4,10,1,1,5
sub_001,cb5,2410.300000011921,537,439,8,4,0,617.1171875,459.5546875,schema_c,2,1,19,img/targets/BOSS/high_familiarity_downsized/cond2/043_foldingchair.jpg,near,8,6,107,24,hidden_pa_learning,130594,100.671875,82.71190308010578,3,3,5,6,7,4,4,9
sub_001,cb5,1617.300000011921,751,382,6,7,0,739.7890625,351.5546875,schema_c,2,1,20,img/targets/BOSS/high_familiarity_downsized/cond2/051_worldmap.jpg,far,5,7,124,105,hidden_pa_learning,137222,41.65625,32.44383104461559,3,3,6,5,4,7,4,9
sub_001,cb5,2520,522,163,3,2,0,546.12109375,153.22265625,schema_c,2,1,21,img/targets/BOSS/high_familiarity_downsized/cond2/053_television.jpg,,3,3,9,78,hidden_pa_learning,144753,33.8984375,26.02736280344117,3,3,2,9,2,9,2,4
sub_001,cb5,NA,NA,NA,NA,NA,NA,620.1171875,412.5546875,schema_c,2,1,22,img/targets/BOSS/high_familiarity_downsized/cond2/043_foldingchair.jpg,near,8,6,60,27,hidden_pa_learning,152766,NA,NA,4,4,5,6,7,4,4,9
sub_001,cb5,1329.5999999642372,670,365,5,7,1,653.7890625,359.5546875,schema_c,2,1,23,img/targets/BOSS/high_familiarity_downsized/cond2/051_worldmap.jpg,far,5,7,132,19,hidden_pa_learning,159107,21.65625,17.101050343518743,4,4,6,5,4,7,4,9
sub_001,cb5,2182,693,428,8,6,0,574.12109375,201.22265625,schema_c,2,1,24,img/targets/BOSS/high_familiarity_downsized/cond2/053_television.jpg,,3,3,57,106,hidden_pa_learning,166301,345.65625,256.0471792258254,4,4,2,9,2,9,2,4
sub_001,cb5,1979.199999988079,627,218,4,4,0,594.12109375,169.22265625,schema_c,2,2,1,img/targets/BOSS/high_familiarity_downsized/cond2/053_television.jpg,,3,3,25,126,hidden_pa_learning,7131,81.65625,58.82390449045314,1,5,2,9,2,9,2,4
sub_001,cb5,1528.699999988079,592,396,7,4,0,594.7890625,364.21875,schema_c,2,2,2,img/targets/BOSS/high_familiarity_downsized/cond2/048_schoolbus.jpg,far,6,4,95,85,hidden_pa_learning,13721,34.5703125,31.90339670303785,1,5,3,8,5,6,3,8
sub_001,cb5,1318.1000000238419,788,249,5,8,0,762.7890625,238.5546875,schema_c,2,2,3,img/targets/BOSS/high_familiarity_downsized/cond2/051_worldmap.jpg,far,5,7,11,128,hidden_pa_learning,20110,35.65625,27.289117297039173,1,5,6,5,4,7,4,9
sub_001,cb5,2258.199999988079,549,272,3,3,1,542.12109375,260.22265625,schema_c,2,2,4,img/targets/BOSS/high_familiarity_downsized/cond2/053_television.jpg,,3,3,116,74,hidden_pa_learning,27429,18.65625,13.639104699427786,2,6,2,9,2,9,2,4
sub_001,cb5,1330.199999988079,862,441,8,9,0,868.1171875,411.890625,schema_c,2,2,5,img/targets/BOSS/high_familiarity_downsized/cond2/047_saltshaker03a.jpg,near,7,9,101,150,hidden_pa_learning,33779,35.2265625,29.745179370795217,1,5,8,3,6,5,3,8
sub_001,cb5,1521.800000011921,723,452,9,7,0,702.1171875,409.5546875,schema_c,2,2,6,img/targets/BOSS/high_familiarity_downsized/cond2/043_foldingchair.jpg,near,8,6,57,109,hidden_pa_learning,40313,63.328125,47.30429590568718,1,5,5,6,7,4,4,9
sub_001,cb5,1522.300000011921,637,475,7,4,0,648.7890625,423.21875,schema_c,2,2,7,img/targets/BOSS/high_familiarity_downsized/cond2/048_schoolbus.jpg,far,6,4,154,139,hidden_pa_learning,46847,63.5703125,53.10630702836911,2,6,3,8,5,6,3,8
sub_001,cb5,1100.5,764,607,11,9,0,736.453125,592.5546875,schema_c,2,2,8,img/targets/BOSS/high_familiarity_downsized/cond2/057_donut.jpg,,11,8,115,60,hidden_pa_learning,52960,41.9921875,31.104619841565036,1,5,7,4,10,1,1,5
sub_001,cb5,2011,781,331,7,9,1,801.1171875,328.890625,schema_c,2,2,9,img/targets/BOSS/high_familiarity_downsized/cond2/047_saltshaker03a.jpg,near,7,9,18,83,hidden_pa_learning,59983,22.2265625,20.22747378692607,2,6,8,3,6,5,3,8
sub_001,cb5,1954.300000011921,582,427,8,6,1,600.1171875,433.5546875,schema_c,2,2,10,img/targets/BOSS/high_familiarity_downsized/cond2/043_foldingchair.jpg,near,8,6,81,7,hidden_pa_learning,66951,24.671875,19.266458188593266,2,6,5,6,7,4,4,9
sub_001,cb5,1344.800000011921,742,432,7,9,1,746.1171875,429.890625,schema_c,2,2,11,img/targets/BOSS/high_familiarity_downsized/cond2/047_saltshaker03a.jpg,near,7,9,119,28,hidden_pa_learning,73320,6.2265625,4.626088607104413,3,7,8,3,6,5,3,8
sub_001,cb5,2736.600000023842,475,233,5,3,0,470.12109375,169.22265625,schema_c,2,2,12,img/targets/BOSS/high_familiarity_downsized/cond2/053_television.jpg,,3,3,25,2,hidden_pa_learning,81068,68.65625,63.96368737027247,3,7,2,9,2,9,2,4
sub_001,cb5,2054.400000035763,711,405,8,6,1,723.1171875,416.5546875,schema_c,2,2,13,img/targets/BOSS/high_familiarity_downsized/cond2/043_foldingchair.jpg,near,8,6,64,130,hidden_pa_learning,88137,23.671875,16.743268382631047,3,7,5,6,7,4,4,9
sub_001,cb5,1305.5999999642372,823,368,5,8,0,789.7890625,361.5546875,schema_c,2,2,14,img/targets/BOSS/high_familiarity_downsized/cond2/051_worldmap.jpg,far,5,7,134,155,hidden_pa_learning,94453,39.65625,33.83058413405779,2,6,6,5,4,7,4,9
sub_001,cb5,1338.2000000476837,790,555,11,9,0,768.453125,546.5546875,schema_c,2,2,15,img/targets/BOSS/high_familiarity_downsized/cond2/057_donut.jpg,,11,8,69,92,hidden_pa_learning,100803,29.9921875,23.1428417764172,2,6,7,4,10,1,1,5
sub_001,cb5,1284.5,594,300,7,4,0,607.7890625,277.21875,schema_c,2,2,16,img/targets/BOSS/high_familiarity_downsized/cond2/048_schoolbus.jpg,far,6,4,8,98,hidden_pa_learning,107098,36.5703125,26.62937468645117,3,7,3,8,5,6,3,8
