ptp,condition,hidden_pa_img_type,hidden_pa_img_row_number_across_blocks,border_dist_closest,counterbalancing,mouse_error_mean,mouse_error_sd,mouse_error_n,y_hat_three_param,y_hat_two_param
sub_001,schema_c,all_pa,8,1,cb2,15.221047856555819,NA,1,NA,NA
sub_001,schema_c,all_pa,8,2,cb2,21.95222487589705,NA,1,NA,NA
sub_001,schema_c,all_pa,8,3,cb2,40.912780694878194,6.642182292739307,2,NA,NA
sub_001,schema_c,all_pa,8,4,cb2,32.93405261967637,19.58741471131786,2,NA,NA
sub_001,schema_c,all_pa,8,all,cb2,30.811156560260333,13.873835492300072,6,25.81724161388155,2.0638463655504484
sub_001,schema_c,far,1,all,cb2,179.69007515099412,67.70844948113842,2,179.690075160875,146.873347543174
sub_001,schema_c,far,2,all,cb2,30.217105697981527,31.951217005831122,2,42.154753564585405,98.37246088799434
sub_001,schema_c,far,3,all,cb2,90.19714298187921,32.30170107738232,2,42.154753564585405,65.88765915010782
sub_001,schema_c,far,4,all,cb2,34.03246286739647,13.215196329916894,2,42.154753564585405,44.130070439364175
sub_001,schema_c,far,5,all,cb2,25.526183316790544,9.459394919068345,2,42.154753564585405,29.557327458643773
sub_001,schema_c,far,6,all,cb2,22.909766170980813,16.45780436940645,2,42.154753564585405,19.79683235942019
sub_001,schema_c,far,7,all,cb2,50.700368034081336,3.4329410273252896,2,42.154753564585405,13.259472528947292
sub_001,schema_c,far,8,all,cb2,41.50024747088369,7.472985774809886,2,42.154753564585405,8.880896122871295
sub_001,schema_c,near,1,all,cb2,166.16559801101187,12.237055265654364,2,166.16559814469096,165.400678442565
sub_001,schema_c,near,2,all,cb2,18.280267445886516,1.030395799091701,2,22.783750251821516,26.669631451348092
sub_001,schema_c,near,3,all,cb2,20.671697051986982,0.9733721132270575,2,22.783750251821488,4.300280074109381
sub_001,schema_c,near,4,all,cb2,36.48961023353221,23.147132895865628,2,22.783750251821488,0.69338823633603075
sub_001,schema_c,near,5,all,cb2,14.33183404304579,10.611821814101955,2,22.783750251821488,0.11180370534092836
sub_001,schema_c,near,6,all,cb2,18.715726001457067,1.2552476910276436,2,22.783750251821488,0.018027517446810755
sub_001,schema_c,near,7,all,cb2,18.650531303045604,14.788435025968598,2,22.783750251821488,0.002906803350605018
sub_001,schema_c,near,8,all,cb2,32.346585843670866,18.75661122924728,2,22.783750251821488,4.687004599506487e-4
sub_001,schema_ic,all_pa,1,1,cb2,218.91600244269097,NA,1,NA,NA
sub_001,schema_ic,all_pa,1,2,cb2,40.29522136062728,NA,1,NA,NA
sub_001,schema_ic,all_pa,1,3,cb2,162.35083336108494,91.42970650130431,2,NA,NA
sub_001,schema_ic,all_pa,1,4,cb2,107.81820053607174,1.3594025567197112,2,NA,NA
sub_001,schema_ic,all_pa,1,all,cb2,133.25821526627192,73.92937643488463,6,85.885971773324,114.668644094929
sub_001,schema_ic,all_pa,2,1,cb2,105.50183884884794,NA,1,NA,NA
sub_001,schema_ic,all_pa,2,2,cb2,NA,NA,1,NA,NA
sub_001,schema_ic,all_pa,2,3,cb2,11.33298127804214,8.031857673992993,2,NA,NA
sub_001,schema_ic,all_pa,2,4,cb2,64.33442002454856,64.21164426483959,2,NA,NA
sub_001,schema_ic,all_pa,2,all,cb2,51.367328290805865,51.623589684822676,6,70.16365605189353,75.96182366308499
sub_001,schema_ic,all_pa,3,1,cb2,36.567538548394,NA,1,NA,NA
sub_001,schema_ic,all_pa,3,2,cb2,7.124573811952061,NA,1,NA,NA
sub_001,schema_ic,all_pa,3,3,cb2,18.084321664461356,5.402676361283794,2,NA,NA
sub_001,schema_ic,all_pa,3,4,cb2,58.39704945142631,32.102020025532916,2,NA,NA
sub_001,schema_ic,all_pa,3,all,cb2,32.7758090986869,26.36917596750189,6,57.31947288865675,50.32063211146659
sub_001,schema_ic,all_pa,4,1,cb2,56.21149126725141,NA,1,NA,NA
sub_001,schema_ic,all_pa,4,2,cb2,23.33590022908808,NA,1,NA,NA
sub_001,schema_ic,all_pa,4,3,cb2,19.202096248638483,7.708893650079447,2,NA,NA
sub_001,schema_ic,all_pa,4,4,cb2,31.279392855159934,12.369857485416492,2,NA,NA
sub_001,schema_ic,all_pa,4,all,cb2,30.085061617322722,15.36432651213953,6,46.826550341254546,33.334718599286525
sub_001,schema_ic,all_pa,5,1,cb2,33.92566138615843,NA,1,NA,NA
sub_001,schema_ic,all_pa,5,2,cb2,21.062819481302903,NA,1,NA,NA
sub_001,schema_ic,all_pa,5,3,cb2,26.079162953931206,17.168213687998872,2,NA,NA
sub_001,schema_ic,all_pa,5,4,cb2,29.0811262618059,20.241890960930036,2,NA,NA
sub_001,schema_ic,all_pa,5,all,cb2,27.551509883155926,12.619268480517917,6,38.25446582747091,22.082462351270998
sub_001,schema_ic,all_pa,6,1,cb2,25.338592117327302,NA,1,NA,NA
